BUSINESS NAME, MERCHANT ID, PRIMARY ACCOUNT NUMBER, POS DATA CODE, DATETIME, EXP DATE, CURRENCY CODE, AUTH AMOUNT, TERMINAL ID, ZIP, CITY
COMPANY 329,FZXC0wg0LvaJ6atJJx2a9vnfSFj4QhlOgbU,4309117768669704712,0,20130312173210,0616,USD,38.04,3848046032694137,27985,Winfall
COMPANY 330,22UxXy2CCqTQWLJdPhKda2Hx59XX4LfRsgU,9388387552660324470,0,20130312173210,0913,USD,139.19,5220580289876209,79998,El Paso
COMPANY 331,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,1916639749802009653,4,20130312173210,0613,USD,314.14,7124513979990553,78767,Austin
COMPANY 332,FYYQLlKwnmIor4nxrpKu0EnYXFC3aBy8oWl,0510423837338890241,1,20130312173210,0213,USD,9.77,1262434207146604,85201,Mesa
COMPANY 333,FYYQLlKwnmIor4nxrpKu0EnYXFC3aBy8oWl,1998792012302366009,4,20130312173210,0216,USD,1.30,4978913032602467,69155,Paxton
COMPANY 334,zw0OhF8h9CkInlIQLxwzfmV0VpkkN2GzxWP,0356357799707392366,3,20130312173210,1015,USD,24640.40,8989653150706814,54727,Cadott
COMPANY 335,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,2029650153064241595,6,20130312173210,1017,USD,5.24,4528177340801565,80457,Kittredge
COMPANY 336,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,8622027505231506004,3,20130312173210,0914,USD,40.06,3594534131211228,40017,Defoe
COMPANY 337,IYuqAbAQ07NS3lZO74VGPldfAUAGKwzR2k3,2057910899368536464,6,20130312173210,0514,USD,5.20,3719512711069158,65401,Rolla
COMPANY 338,PpuUOHSu7tKQxqfyTivpobVED1DxKMloIbQ,2809561772772024006,3,20130312173210,0516,USD,258.54,7284061081316462,48186,Westland
COMPANY 339,FZXC0wg0LvaJ6atJJx2a9vnfSFj4QhlOgbU,4278022413820146838,0,20130312173210,0815,USD,138.12,4219245862513973,14511,Mumford
COMPANY 340,EceNARbgYst6D8MWy1eL1bUjWn0yHmn4JsO,5240829603567359444,3,20130312173210,0717,USD,28.64,5002939785021202,76487,Poolville
COMPANY 341,oQi4zjcAmkoGKHGmNvMrM2hNwqcJTzqRG1N,5119417708712090851,1,20130312173210,1217,USD,32.44,5656434011994520,30018,Jersey
COMPANY 342,Hrj58wEQ0TVQrBYBVVSAZOlilRla9mRLQaK,8891903017052237232,4,20130312173210,0615,USD,346.14,6166656926946187,47715,Evansville
COMPANY 343,EceNARbgYst6D8MWy1eL1bUjWn0yHmn4JsO,4932161701103838520,2,20130312173210,0615,USD,9.09,7622124145844387,49555,Grand Rapids
COMPANY 344,IYuqAbAQ07NS3lZO74VGPldfAUAGKwzR2k3,6509536838286841462,4,20130312173210,0315,USD,271.51,6305840292155499,60104,Bellwood
COMPANY 345,eoNNqxtIpPsiRr6Pcj9SmEzWpIumpODojdN,1263190540456002130,4,20130312173210,1216,USD,134.37,5914240614573946,04467,Olamon
COMPANY 346,IYuqAbAQ07NS3lZO74VGPldfAUAGKwzR2k3,3696065863396656852,1,20130312173210,1215,USD,195.32,8533453518934412,26332,Bristol
COMPANY 347,IYuqAbAQ07NS3lZO74VGPldfAUAGKwzR2k3,8143761590202193014,2,20130312173210,1113,USD,3696.68,6548484344251992,64144,Kansas City
COMPANY 348,IYuqAbAQ07NS3lZO74VGPldfAUAGKwzR2k3,3374606104291143585,0,20130312173210,0914,USD,8616.53,6580927259686090,23481,Carrsville
COMPANY 349,FYYQLlKwnmIor4nxrpKu0EnYXFC3aBy8oWl,2867819995529412266,1,20130312173210,0313,USD,40.74,0788405528868545,99779,Tetlin
COMPANY 350,1RevXoq1TDscI6qUIuPkbKwS5JWqzjm5JKL,0152229933674907678,2,20130312173210,0417,USD,54.50,7127758809388259,94922,Bodega
COMPANY 351,FZXC0wg0LvaJ6atJJx2a9vnfSFj4QhlOgbU,4861732399162827666,3,20130312173210,1014,USD,146.93,5227152110187600,94622,Oakland
COMPANY 352,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,2812408607687329294,0,20130312173210,0815,USD,1.58,6380663077854803,27929,Currituck
COMPANY 353,OXEFWPZ9JkfVYo8TnW72Wv4MxenYSge5PEh,8247802578840372963,1,20130312173210,0417,USD,300.15,0870439766015184,12501,Amenia
COMPANY 354,ArmWLTZe4JPWv31OdGz0CKyHJ2Ujwpa1dXd,7527807980355793724,6,20130312173210,1017,USD,19.44,3847804939536252,02638,Dennis
COMPANY 355,22UxXy2CCqTQWLJdPhKda2Hx59XX4LfRsgU,0809213062740251661,6,20130312173210,0915,USD,39.67,7672079581213863,48659,Sterling
COMPANY 356,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,1830229904589618912,2,20130312173210,0615,USD,1449.60,0663011190577329,18224,Freeland
COMPANY 357,IYuqAbAQ07NS3lZO74VGPldfAUAGKwzR2k3,3191149312371302745,4,20130312173210,1015,USD,16699.64,1165252662320069,10034,New York City
COMPANY 358,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,9359537121648930214,0,20130312173210,1117,USD,207.04,7564025973663321,12477,Saugerties
COMPANY 359,FYYQLlKwnmIor4nxrpKu0EnYXFC3aBy8oWl,5863193610760386271,5,20130312173210,0413,USD,29.58,4364483589179546,73725,Capron
COMPANY 360,IYuqAbAQ07NS3lZO74VGPldfAUAGKwzR2k3,8309870731188182623,1,20130312173210,1014,USD,189.26,6609993325975971,80907,Colorado Springs
COMPANY 361,FZXC0wg0LvaJ6atJJx2a9vnfSFj4QhlOgbU,2678036160852257273,2,20130312173210,0616,USD,19.22,7502187155856794,12042,Climax
COMPANY 362,KW6MS0k9OhaTzuS96bIKzZinoVGnIEihmU9,0702110470433396350,1,20130312173210,0215,USD,303.58,2776195255546310,75503,Texarkana
COMPANY 363,fElgykst0mmvum77ixAJmsNU7SvPrISRuLb,9298715097675503037,2,20130312173210,0617,USD,4.05,1310251343081857,78286,San Antonio
COMPANY 364,IYuqAbAQ07NS3lZO74VGPldfAUAGKwzR2k3,0722848570899370016,4,20130312173210,0115,USD,40.63,3719512711069158,65401,Rolla
COMPANY 365,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,9707721440999230646,6,20130312173210,1115,USD,17.13,7124513979990553,78767,Austin
COMPANY 366,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,0032256096128648693,4,20130312173210,0114,USD,272.81,8404907230216769,50434,Fertile
COMPANY 367,FZXC0wg0LvaJ6atJJx2a9vnfSFj4QhlOgbU,8631575768475746155,3,20130312173210,0216,USD,3328.34,7572975653048555,62674,Palmyra
COMPANY 368,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,0900664825330658283,1,20130312173210,1215,USD,192.51,7124513979990553,78767,Austin
COMPANY 369,EceNARbgYst6D8MWy1eL1bUjWn0yHmn4JsO,9496507258442868182,1,20130312173210,0115,USD,144.93,4609632865660948,76303,Wichita Falls
COMPANY 370,FYYQLlKwnmIor4nxrpKu0EnYXFC3aBy8oWl,1170335398738360509,4,20130312173210,0317,USD,1901.82,0788405528868545,99779,Tetlin
COMPANY 371,FYYQLlKwnmIor4nxrpKu0EnYXFC3aBy8oWl,8147638157312931384,5,20130312173210,0417,USD,10.75,7825571067186733,18085,Tatamy
COMPANY 372,EceNARbgYst6D8MWy1eL1bUjWn0yHmn4JsO,6327718341785005486,2,20130312173210,1117,USD,204.16,4965480041977707,06785,South Kent
COMPANY 373,JGudv50ThZhzaAz1s2EhbtIg8qHLXlnHfIg,6893528857741077852,6,20130312173210,0815,USD,1981.11,3715494861379326,74653,Tonkawa
COMPANY 374,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,1062154714410790748,4,20130312173210,0716,USD,19.73,7388007651953465,80541,Masonville
COMPANY 375,kqZpQTVdMsJepPMkUyqJDF7ljSpG9yNjGjZ,3462331272485222962,4,20130312173210,1116,USD,47.56,5530219781657254,20425,Washington
COMPANY 376,DXdSFHTL0OkWqpWmShWyMPEJ4PLvXHTKoVw,3257081327749070066,4,20130312173210,0914,USD,0.36,9855867861925662,29567,Little Rock
COMPANY 377,nEZbNackgSSIraJ9LJn0oIOgLuzSwnsSGpC,2191141446243384090,0,20130312173210,0314,USD,200.45,3768578942179368,95676,Robbins
COMPANY 378,GxEnBmBcnYNenZEuVzga7n8TQlpPoM0wWNW,4470524311256010048,1,20130312173210,1017,USD,37.22,4905123908483149,19931,Bethel
COMPANY 379,Mpc6ZXJBAqw7fOMSSj8Fnlyexx6wsDY7A4E,6939861985043374045,2,20130312173210,0517,USD,1526.40,9876892815262456,37658,Hampton
COMPANY 380,IYuqAbAQ07NS3lZO74VGPldfAUAGKwzR2k3,1475637719169589109,0,20130312173210,1017,USD,42.24,6548484344251992,64144,Kansas City
COMPANY 381,EceNARbgYst6D8MWy1eL1bUjWn0yHmn4JsO,0289717449015787223,5,20130312173210,0213,USD,38.58,6507191672216210,85076,Phoenix
COMPANY 382,PpuUOHSu7tKQxqfyTivpobVED1DxKMloIbQ,7086628786756618012,1,20130312173210,0117,USD,21.21,0937206570707233,94706,Albany
COMPANY 383,FYYQLlKwnmIor4nxrpKu0EnYXFC3aBy8oWl,7757702657246493013,3,20130312173210,0713,USD,37.50,1544833644827191,41127,Camp Dix
COMPANY 384,FZXC0wg0LvaJ6atJJx2a9vnfSFj4QhlOgbU,5627298530317280121,0,20130312173210,1115,USD,178.20,4171878774491555,34268,Nocatee
COMPANY 385,IYuqAbAQ07NS3lZO74VGPldfAUAGKwzR2k3,6420350368449468384,6,20130312173210,0115,USD,3827.33,6580927259686090,23481,Carrsville
COMPANY 386,FZXC0wg0LvaJ6atJJx2a9vnfSFj4QhlOgbU,2230516151276821151,3,20130312173210,0116,USD,227.89,8298207485830622,29410,Charleston
COMPANY 387,FYYQLlKwnmIor4nxrpKu0EnYXFC3aBy8oWl,2215617552269052288,5,20130312173210,0316,USD,2327.34,1472144565316973,67756,Saint Francis
COMPANY 388,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,0440391715511143520,2,20130312173210,0317,USD,28.93,7388007651953465,80541,Masonville
COMPANY 389,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,6808163470808507831,4,20130312173210,0113,USD,255.76,7116826188355220,39194,Yazoo City
COMPANY 390,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,4990108708734946509,2,20130312173210,0614,USD,34.44,7564025973663321,12477,Saugerties
COMPANY 391,1uSympP1I8btHDXxGF8HWvIjldRZE6SPgSi,6597803699122420997,3,20130312173210,0316,USD,41.30,2265826250883243,40010,Buckner
COMPANY 392,EceNARbgYst6D8MWy1eL1bUjWn0yHmn4JsO,4909466003178956904,4,20130312173210,0414,USD,49.97,3405072433378550,07878,Mount Tabor
COMPANY 393,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,7269297703221975460,2,20130312173210,0714,USD,44.08,5348668176900788,59007,Bearcreek
COMPANY 394,0PmYqXKpj49LftLoJ8OqSYQ1hiXrxfsDbxU,5926857638584912466,1,20130312173210,1113,USD,42.67,9535149353764373,54756,Nelson
COMPANY 395,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,8467118304631625585,3,20130312173210,0416,USD,202.82,3594534131211228,40017,Defoe
COMPANY 396,IYuqAbAQ07NS3lZO74VGPldfAUAGKwzR2k3,9576189729093780966,4,20130312173210,1015,USD,20.42,8533453518934412,26332,Bristol
COMPANY 397,IYuqAbAQ07NS3lZO74VGPldfAUAGKwzR2k3,9478963469666116944,6,20130312173210,0216,USD,32.48,7545438610799880,19603,Reading
COMPANY 398,EceNARbgYst6D8MWy1eL1bUjWn0yHmn4JsO,6765417654387325248,6,20130312173210,0616,USD,2736.00,5002939785021202,76487,Poolville
COMPANY 399,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,2329737523929591924,1,20130312173210,1014,USD,36.60,5348668176900788,59007,Bearcreek
COMPANY 400,FYYQLlKwnmIor4nxrpKu0EnYXFC3aBy8oWl,9896519855371120844,0,20130312173210,0913,USD,7.16,1861218392021391,97423,Coquille
COMPANY 401,FYYQLlKwnmIor4nxrpKu0EnYXFC3aBy8oWl,9408582104920819503,3,20130312173210,1115,USD,23.53,7825571067186733,18085,Tatamy
COMPANY 402,FYYQLlKwnmIor4nxrpKu0EnYXFC3aBy8oWl,8007705978844762559,3,20130312173210,0917,USD,23.09,1544833644827191,41127,Camp Dix
COMPANY 403,FYYQLlKwnmIor4nxrpKu0EnYXFC3aBy8oWl,3039307237955946406,1,20130312173210,0115,USD,31.03,6653420701227848,49825,Eben Junction
COMPANY 404,F5cFFDa2nr1RlYLwI76dYnucpnt65k1abvT,6124204429776077594,3,20130312173210,1016,USD,47.54,9794812158956821,55802,Duluth
COMPANY 405,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,8990869932226526415,2,20130312173210,0816,USD,1504.23,7124513979990553,78767,Austin
COMPANY 406,IYuqAbAQ07NS3lZO74VGPldfAUAGKwzR2k3,1911602913078247844,2,20130312173210,1215,USD,7.87,3719512711069158,65401,Rolla
COMPANY 407,FYYQLlKwnmIor4nxrpKu0EnYXFC3aBy8oWl,4915013143216993819,6,20130312173210,1115,USD,17.77,0164325902010173,73772,Watonga
COMPANY 408,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,3362498144366273889,6,20130312173210,1216,USD,37.85,8404907230216769,50434,Fertile
COMPANY 409,FZXC0wg0LvaJ6atJJx2a9vnfSFj4QhlOgbU,6454244133833673926,4,20130312173210,0717,USD,159.61,0840464643840093,54950,Marion
COMPANY 410,FZXC0wg0LvaJ6atJJx2a9vnfSFj4QhlOgbU,8603379561401905090,1,20130312173210,0713,USD,43.43,5227152110187600,94622,Oakland
COMPANY 411,FYYQLlKwnmIor4nxrpKu0EnYXFC3aBy8oWl,7328534728668395564,4,20130312173210,0816,USD,24.14,0788405528868545,99779,Tetlin
COMPANY 412,M8jl6fRuck2h0jHSBQgCwhcj7sMtvaNx04F,7356803878101263493,1,20130312173210,0517,USD,66.78,0369657909495231,14094,Lockport
COMPANY 413,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,0717491800133516739,3,20130312173210,0117,USD,36.53,5844608352742675,79056,Lipscomb
COMPANY 414,IYuqAbAQ07NS3lZO74VGPldfAUAGKwzR2k3,3611388109592722368,4,20130312173210,0516,USD,48.22,9431495281949470,11103,Astoria
COMPANY 415,00NhpwWZjVsWMrbCqCzUcY5VyB6Hwg9HJp7,6781284553562002052,4,20130312173210,0316,USD,253.31,4280724028025747,96749,Keaau
COMPANY 416,EceNARbgYst6D8MWy1eL1bUjWn0yHmn4JsO,6881928780998816990,3,20130312173210,0216,USD,31.45,7622124145844387,49555,Grand Rapids
COMPANY 417,ZYbLB7SuHxaGhSmyab3kL9XWdNxPi4bcB25,0181034185309914258,2,20130312173210,1113,USD,10.11,0945668594869516,76628,Brandon
COMPANY 418,3CCKK8FE3rP7N5Oe98mKRT2H6J7QKlOInGj,5537369311410569264,1,20130312173210,0213,USD,41.84,7379162579792288,57236,Garden City
COMPANY 419,FYYQLlKwnmIor4nxrpKu0EnYXFC3aBy8oWl,7140946243011437136,0,20130312173210,0917,USD,48.77,0164325902010173,73772,Watonga
COMPANY 420,FZXC0wg0LvaJ6atJJx2a9vnfSFj4QhlOgbU,0805599984870811175,1,20130312173210,1216,USD,5.87,0840464643840093,54950,Marion
COMPANY 421,oQi4zjcAmkoGKHGmNvMrM2hNwqcJTzqRG1N,1778953277956922262,5,20130312173210,1215,USD,30.68,2669345474654660,56742,Oklee
COMPANY 422,FZXC0wg0LvaJ6atJJx2a9vnfSFj4QhlOgbU,9568923140707809249,0,20130312173210,0813,USD,19.81,4959093407575064,55470,Minneapolis
COMPANY 423,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,2005468723182825321,2,20130312173210,0517,USD,47.93,7564025973663321,12477,Saugerties
COMPANY 424,FZXC0wg0LvaJ6atJJx2a9vnfSFj4QhlOgbU,9733242817823761529,1,20130312173210,0513,USD,31.61,1612044597539055,38365,Pickwick Dam
COMPANY 425,EceNARbgYst6D8MWy1eL1bUjWn0yHmn4JsO,8370098966675964193,1,20130312173210,0413,USD,19.48,2709810859281244,63702,Cape Girardeau
COMPANY 426,wSRjsiXgUz5YpLbJPxNcEM6mSNgQ4bxIonU,2009614170022364504,5,20130312173210,1217,USD,17.79,6500645061130665,41722,Bulan
COMPANY 427,C0SCAuvwzFi28jt0KSP4DvhlSrVbEmQgB0B,7949478158846324226,2,20130312173210,0814,USD,26.23,9908533509447092,48851,Lyons
COMPANY 428,IYuqAbAQ07NS3lZO74VGPldfAUAGKwzR2k3,8550518299744712966,4,20130312173210,0816,USD,84.50,6580927259686090,23481,Carrsville
COMPANY 429,oKT6RwNncyg5aXtbL6d7JMATjSTAzCYKNrk,2330551778580590902,1,20130312173210,0617,USD,47.95,5116796458604122,35647,Lester
COMPANY 430,FYYQLlKwnmIor4nxrpKu0EnYXFC3aBy8oWl,7414470833646945056,1,20130312173210,0416,USD,344.24,4978913032602467,69155,Paxton
COMPANY 431,EceNARbgYst6D8MWy1eL1bUjWn0yHmn4JsO,4818275584070153450,5,20130312173210,0217,USD,10.82,4965480041977707,06785,South Kent
COMPANY 432,EceNARbgYst6D8MWy1eL1bUjWn0yHmn4JsO,4765639487871005387,3,20130312173210,0816,USD,9762.36,1320616546000297,02192,Needham
COMPANY 433,6kyr1aP2MKBa2jh8KFJaLJShMOkAevax0VA,5382687834706553224,1,20130312173210,0613,USD,61.70,7614039325460854,18469,Tyler Hill
COMPANY 434,FZXC0wg0LvaJ6atJJx2a9vnfSFj4QhlOgbU,1293351663567538833,6,20130312173210,0317,USD,18.20,4219245862513973,14511,Mumford
COMPANY 435,RNl3pMOBFnbCp1d9Xi7S6XWifC1KjfXk8zm,0322076542619140869,6,20130312173210,0316,USD,3.95,4972056469356345,46039,Forest
COMPANY 436,wza1n9LZUSGrLlBBf6FNDDF3Qv381ItBz2q,2650205253483793777,3,20130312173210,0214,USD,168.12,6574303115137122,22663,White Post
COMPANY 437,22UxXy2CCqTQWLJdPhKda2Hx59XX4LfRsgU,9212752297873807744,5,20130312173210,1214,USD,11132.12,5220580289876209,79998,El Paso
COMPANY 438,Pi43n6LG9D64nLbj8uPFZxmGIkzUhElwo2Q,9466511189459450775,2,20130312173210,0715,USD,4987.57,5555109968729668,24374,Speedwell
COMPANY 439,FYYQLlKwnmIor4nxrpKu0EnYXFC3aBy8oWl,9049014671496949946,6,20130312173210,1014,USD,70.35,3393959959748003,65803,Springfield
COMPANY 440,6qt57idiwjwnBtshnGDzSqCs9wboXyMIxlk,7357321188379044023,6,20130312173210,0917,USD,227.77,8364625192998157,59735,Harrison
COMPANY 441,EceNARbgYst6D8MWy1eL1bUjWn0yHmn4JsO,5071568390860342947,6,20130312173210,0617,USD,227.10,1179258315750200,14052,East Aurora
COMPANY 442,9XGDirhiN2UPnJ9w5GqmISM2QXe1Coav3Fq,4505381564087812948,6,20130312173210,1215,USD,24.41,8641415475152637,61064,Polo
COMPANY 443,EceNARbgYst6D8MWy1eL1bUjWn0yHmn4JsO,5097863673879796154,4,20130312173210,1014,USD,38.92,9454569383851930,50981,Des Moines
COMPANY 444,IYuqAbAQ07NS3lZO74VGPldfAUAGKwzR2k3,4087933762447435293,1,20130312173210,0316,USD,283.05,4329139586824938,61273,Orion
COMPANY 445,FZXC0wg0LvaJ6atJJx2a9vnfSFj4QhlOgbU,7747189141051772565,6,20130312173210,0916,USD,17.74,3848046032694137,27985,Winfall
COMPANY 446,FYYQLlKwnmIor4nxrpKu0EnYXFC3aBy8oWl,5856974009094587297,3,20130312173210,0714,USD,45.73,6653420701227848,49825,Eben Junction
COMPANY 447,EceNARbgYst6D8MWy1eL1bUjWn0yHmn4JsO,2374951545271833202,6,20130312173210,1115,USD,24.73,4965480041977707,06785,South Kent
COMPANY 448,FYYQLlKwnmIor4nxrpKu0EnYXFC3aBy8oWl,1908079876802699629,6,20130312173210,0815,USD,46.23,4978913032602467,69155,Paxton
COMPANY 449,SwqyGMuMNyh76dnJaoHzcXqaVfcVXhtHqRt,1152262089185151084,5,20130312173210,0717,USD,5.91,6842467233060367,69339,Crawford
COMPANY 450,o3FMW5yyqKVBtCDc5MjiKvsKhf9vNzV7aOx,0012357384405653640,6,20130312173210,0115,USD,41.43,7268416707422205,12183,Troy
COMPANY 451,Pn3NtnsbKf20yuIcuUDLieNxYcSOnzbHeSw,6487225418241364327,0,20130312173210,0816,USD,2.03,3004979696700629,61235,Atkinson
COMPANY 452,Kie9ZlPtjuslE5mbkbGtMHX3gTV5HzsmiVq,7738306539738299536,0,20130312173210,0113,USD,1552.74,1048224865468698,97070,Wilsonville
COMPANY 453,T5lQFFNnBXczRnZhNBTGdYhDCl9DdwlBMbm,3825186210659218137,3,20130312173210,1116,USD,139.39,5155736810176800,33728,Saint Petersburg
COMPANY 454,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,7715680806943429896,0,20130312173210,0715,USD,41.89,0663011190577329,18224,Freeland
COMPANY 455,FZXC0wg0LvaJ6atJJx2a9vnfSFj4QhlOgbU,8677754904305786431,6,20130312173210,0716,USD,3835.50,3999172365581471,47849,Fairbanks
COMPANY 456,FYYQLlKwnmIor4nxrpKu0EnYXFC3aBy8oWl,4982801392849465616,2,20130312173210,1114,USD,41.15,0164325902010173,73772,Watonga
COMPANY 457,FZXC0wg0LvaJ6atJJx2a9vnfSFj4QhlOgbU,6405203244378060131,3,20130312173210,0716,USD,2.38,3848046032694137,27985,Winfall
COMPANY 458,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,0610537439427222692,4,20130312173210,0913,USD,320.07,5348668176900788,59007,Bearcreek
COMPANY 459,F5cFFDa2nr1RlYLwI76dYnucpnt65k1abvT,7936571118766745941,4,20130312173210,0713,USD,40.03,1020617359357641,34274,Nokomis
COMPANY 460,KW6MS0k9OhaTzuS96bIKzZinoVGnIEihmU9,8532719554621206112,6,20130312173210,0515,USD,12636.17,2007402347520217,78765,Austin
COMPANY 461,c6uYc3DczEu7GP53YFvArlNRVcQBRPGR8R3,5074355736477292347,3,20130312173210,0615,USD,43.59,5550569563460737,85602,Benson
COMPANY 462,hfZitV4UZOeWPPizd9RegZwbjz0I9oboHNu,5836996657014678408,1,20130312173210,0714,USD,34.57,5505328388414037,35212,Birmingham
COMPANY 463,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,1282072327008828753,1,20130312173210,0915,USD,47.89,6380663077854803,27929,Currituck
COMPANY 464,oQi4zjcAmkoGKHGmNvMrM2hNwqcJTzqRG1N,8895576933630029510,6,20130312173210,0915,USD,153.29,2044242630686574,20539,Washington
COMPANY 465,8qJTiCsUZYEOmsaEgnLl4DKyhFbznWcOPpM,8180069455981978352,2,20130312173210,1117,USD,13.43,5842113499905864,83213,Arco
COMPANY 466,nFEVNl0mIlBrvKiT1zat6E9EIxK5F0mTmkJ,3761710503843684147,0,20130312173210,0115,USD,44.58,6178528699873373,34654,New Port Richey
COMPANY 467,n7c13sY6rzJkdS59ImcrpR5vCwyCUCuV06D,1975826819723004221,6,20130312173210,0413,USD,41.28,0870991245932132,87527,Dixon
COMPANY 468,FZXC0wg0LvaJ6atJJx2a9vnfSFj4QhlOgbU,0594869339983191868,6,20130312173210,1215,USD,11.97,1755418835226678,22508,Locust Grove
COMPANY 469,D6RJPwyuLXoLqQRQcOcouJ26KGxJSf6hgbu,4867110236861341306,0,20130312173210,0614,USD,38.86,5150279519809946,41363,Quicksand
COMPANY 470,E77AbnHuEDObsU6Ga3umy9cYCP7foNEvKBQ,2740223158446082806,2,20130312173210,0414,USD,13.37,6125216460617413,57758,Mud Butte
COMPANY 471,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,4133873428732675260,3,20130312173210,0416,USD,133.72,5844608352742675,79056,Lipscomb
COMPANY 472,nEZbNackgSSIraJ9LJn0oIOgLuzSwnsSGpC,4949927151467662910,5,20130312173210,0217,USD,70.30,9731293893602088,61103,Rockford
COMPANY 473,Mpc6ZXJBAqw7fOMSSj8Fnlyexx6wsDY7A4E,3764066201693767389,0,20130312173210,0117,USD,34.26,7785025980950356,23405,Machipongo
COMPANY 474,EceNARbgYst6D8MWy1eL1bUjWn0yHmn4JsO,4131519501300463021,6,20130312173210,0915,USD,22.67,6581432968742488,77022,Houston
COMPANY 475,IYuqAbAQ07NS3lZO74VGPldfAUAGKwzR2k3,4877169339253559549,5,20130312173210,0217,USD,4313.98,6580927259686090,23481,Carrsville
COMPANY 476,22UxXy2CCqTQWLJdPhKda2Hx59XX4LfRsgU,5858254343287509393,5,20130312173210,0515,USD,28.52,7672079581213863,48659,Sterling
COMPANY 477,SnJ7mddp0S1olpFlKpdmBYeAQfC5p2FzsOp,4907380514127742860,1,20130312173210,0717,USD,6.82,5650696944077090,02111,Boston
COMPANY 478,VwipX0VgWseoJzwxMb0tCpIGaeLSPsfIhKx,8124909668537226437,6,20130312173210,0115,USD,18.82,8721370436983751,99181,Valley
COMPANY 479,jS0lHKiVeXlouB9t4On6LSSJazAWNlLGKUN,4551064794755340653,1,20130312173210,1014,USD,1873.72,0318773213415407,39769,Sturgis
COMPANY 480,FZXC0wg0LvaJ6atJJx2a9vnfSFj4QhlOgbU,0660432080185786577,3,20130312173210,1115,USD,47.67,1612044597539055,38365,Pickwick Dam
COMPANY 481,FZXC0wg0LvaJ6atJJx2a9vnfSFj4QhlOgbU,1037152437385261831,1,20130312173210,0614,USD,40.58,3999172365581471,47849,Fairbanks
COMPANY 482,ArmWLTZe4JPWv31OdGz0CKyHJ2Ujwpa1dXd,6018131769079957581,5,20130312173210,1017,USD,212.06,6211567102309014,15489,West Leisenring
COMPANY 483,FYYQLlKwnmIor4nxrpKu0EnYXFC3aBy8oWl,1925427475143609818,1,20130312173210,1213,USD,8538.61,4119305573039319,50042,Brayton
COMPANY 484,qlurOSVzD6f3NIEDX5MVgNrnl4zLENi3mj4,3352625904451132191,2,20130312173210,0615,USD,133.47,2628165548497275,16926,Granville Summit
COMPANY 485,EceNARbgYst6D8MWy1eL1bUjWn0yHmn4JsO,9893868455732338540,6,20130312173210,1116,USD,8.81,2709810859281244,63702,Cape Girardeau
COMPANY 486,Cc1Wc53ukXYIvUb4pJgZ7HZXQS9HqojUzde,1620203199442048809,4,20130312173210,1013,USD,179.20,5547466731295077,50658,Nashua
COMPANY 487,ljh71ujKshzWNfXMdQyN8O7vaNHlmPCCnAx,1303318316804043537,5,20130312173210,0314,USD,26.40,7085230264644732,23517,Norfolk
COMPANY 488,IYuqAbAQ07NS3lZO74VGPldfAUAGKwzR2k3,7749338282155786193,3,20130312173210,0917,USD,270.43,8977715276967672,47371,Portland
COMPANY 489,EceNARbgYst6D8MWy1eL1bUjWn0yHmn4JsO,3931331953911883806,0,20130312173210,0515,USD,96.36,4965480041977707,06785,South Kent
COMPANY 490,FYYQLlKwnmIor4nxrpKu0EnYXFC3aBy8oWl,8210109015109207590,1,20130312173210,0815,USD,39.89,1861218392021391,97423,Coquille
COMPANY 491,kqZpQTVdMsJepPMkUyqJDF7ljSpG9yNjGjZ,8857786777550267466,5,20130312173210,1115,USD,118.76,0208188017430090,46283,Indianapolis
COMPANY 492,EceNARbgYst6D8MWy1eL1bUjWn0yHmn4JsO,6342183082455174301,4,20130312173210,0613,USD,15824.20,3405072433378550,07878,Mount Tabor
COMPANY 493,FZXC0wg0LvaJ6atJJx2a9vnfSFj4QhlOgbU,8064791466785930883,4,20130312173210,0517,USD,99.07,3848046032694137,27985,Winfall
